Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Customer_Since_Days,Age,Children,Total_Spent,Total_Purchases,Campaigns_Accepted,Segment
PhD,Together,91820.0,72,0,1,0,218,39,0,1497,22,0,2
PhD,Together,65968.0,12,2,3,0,48,55,1,495,16,0,2
Graduation,Married,30772.0,89,1,6,0,109,49,2,20,3,0,1
Graduation,Single,22507.0,67,3,9,0,582,71,0,570,16,0,3
Graduation,Married,65685.0,54,1,5,0,92,53,1,769,20,0,2
2n Cycle,Married,25804.0,34,2,8,0,301,47,1,55,5,0,1
PhD,Single,76412.0,15,1,3,0,420,45,0,1808,17,2,2
Graduation,Married,22063.0,43,2,7,0,325,53,1,55,5,0,1
Graduation,Single,57091.0,0,1,5,0,14,64,0,577,17,1,3
2n Cycle,Divorced,78353.0,51,1,8,0,439,66,1,1576,23,0,2
Graduation,Married,93404.0,97,3,5,0,418,71,3,1616,14,2,2
Graduation,Divorced,37859.0,75,2,8,0,533,63,3,36,4,0,1
PhD,Widow,80995.0,83,1,4,0,414,67,1,1482,21,0,2
Graduation,Together,16529.0,23,1,6,0,120,41,1,22,4,0,1
PhD,Divorced,55412.0,65,1,5,0,219,49,2,63,5,0,1
Graduation,Single,48789.0,94,1,6,0,657,33,0,680,17,0,3
PhD,Together,56575.0,42,3,5,0,420,58,2,542,17,0,1
2n Cycle,Together,25130.0,10,2,7,0,270,45,1,50,5,0,1
Graduation,Married,35441.0,94,2,8,0,500,58,2,39,4,0,1
Graduation,Married,71391.0,50,5,3,0,457,69,1,1043,23,0,2
Master,Single,49494.0,46,2,7,0,430,53,1,385,12,0,0
Graduation,Divorced,81702.0,98,1,3,0,644,45,0,1633,26,0,2
2n Cycle,Single,45889.0,42,1,6,0,362,45,1,46,4,0,3
Graduation,Single,56628.0,30,2,5,0,100,48,1,761,18,1,3
Graduation,Together,34026.0,11,3,5,0,328,75,2,76,6,0,1
Graduation,Married,40049.0,61,3,5,0,577,51,1,290,11,0,1
Graduation,Single,34176.0,12,4,6,0,48,37,1,89,7,0,3
Graduation,Married,19419.0,76,4,9,0,596,44,1,70,7,0,1
2n Cycle,Married,82504.0,2,1,1,0,337,65,0,1066,16,0,2
Graduation,Together,81205.0,43,1,2,0,167,55,0,2009,18,3,2
2n Cycle,Single,61618.0,27,2,3,0,638,34,0,1345,17,0,2
Master,Single,55284.0,60,3,5,0,552,69,1,764,20,0,0
Graduation,Single,49980.0,79,2,5,0,249,62,1,195,9,0,3
Graduation,Married,15072.0,96,4,5,0,415,45,2,53,7,0,1
Graduation,Single,49166.0,17,2,6,0,381,51,1,368,11,0,3
2n Cycle,Married,82347.0,38,1,3,0,600,68,0,1853,24,2,2
PhD,Together,30843.0,43,2,5,0,34,59,2,35,4,1,1
PhD,Married,46374.0,1,3,8,0,104,51,1,446,15,2,1
Graduation,Single,60474.0,25,7,7,0,454,46,1,1180,24,0,3
Master,Married,38576.0,2,1,7,0,117,52,1,41,4,0,0
Graduation,Married,55357.0,66,3,5,0,495,40,2,727,19,0,1
Graduation,Together,37758.0,49,2,8,0,633,59,2,40,4,0,1
2n Cycle,Married,85710.0,5,1,2,0,420,36,0,1062,25,1,2
Graduation,Together,23228.0,71,2,8,0,154,56,1,40,5,0,1
Master,Together,44602.0,35,6,8,0,134,56,2,292,11,0,0
Graduation,Married,7500.0,94,1,6,0,536,38,0,15,3,0,1
2n Cycle,Together,38683.0,80,6,7,0,633,36,1,341,11,0,1
2n Cycle,Single,49514.0,61,2,7,0,194,50,1,369,11,0,3
PhD,Together,57906.0,29,3,4,0,383,52,1,401,14,0,1
Master,Single,43456.0,0,3,5,0,460,59,1,393,14,0,0
Master,Single,19485.0,80,1,7,0,278,39,2,10,3,0,0
Graduation,Together,53172.0,54,3,3,0,419,47,1,486,13,0,1
Graduation,Together,30545.0,71,2,7,0,620,46,1,69,5,0,1
PhD,Together,70123.0,27,1,3,0,274,42,0,1727,16,2,2
Graduation,Single,62450.0,61,2,3,0,174,66,1,995,14,1,3
Graduation,Together,21675.0,55,3,7,0,18,49,1,45,7,0,1
2n Cycle,Single,42395.0,35,4,7,0,86,44,2,182,8,0,3
Master,Together,61346.0,34,1,3,0,266,47,1,989,22,0,0
Graduation,Together,80812.0,95,1,2,0,285,72,0,1677,17,3,2
Master,Divorced,42835.0,64,7,6,0,364,54,2,595,16,0,0
Graduation,Married,39922.0,30,2,8,0,500,42,1,156,7,0,1
Master,Single,86424.0,12,1,1,0,85,69,0,1226,27,0,2
2n Cycle,Together,17117.0,96,4,9,0,528,47,1,128,7,0,1
Graduation,Single,24762.0,16,3,8,0,139,53,1,86,6,1,3
Graduation,Married,35797.0,16,2,8,0,621,50,1,68,5,0,1
Graduation,Divorced,36627.0,78,1,5,0,341,50,2,16,3,0,1
2n Cycle,Married,51111.0,83,2,6,0,10,44,2,55,5,0,1
PhD,Together,82072.0,67,1,1,0,362,55,0,2018,18,0,2
PhD,Single,46231.0,87,4,9,0,580,72,3,263,11,0,3
Graduation,Married,42243.0,34,2,7,0,200,66,2,55,5,0,1
Graduation,Together,51195.0,46,8,8,0,454,63,2,564,16,0,1
Master,Single,68092.0,7,2,5,0,195,47,0,1281,18,0,0
Graduation,Married,31814.0,73,2,9,0,505,52,1,83,5,1,1
Master,Widow,51390.0,54,6,5,0,659,60,2,353,12,0,0
Graduation,Married,76630.0,93,1,1,0,166,42,0,1003,24,0,2
Basic,Single,26868.0,52,1,7,0,60,34,1,14,3,0,3
PhD,Single,55260.0,81,2,6,0,564,53,1,1139,23,0,3
Graduation,Together,64090.0,8,1,5,0,326,69,1,797,19,0,2
Graduation,Divorced,78331.0,97,2,4,0,157,67,1,1638,23,0,2
PhD,Married,37087.0,50,3,6,0,322,51,1,401,14,0,1
Graduation,Divorced,21846.0,38,4,8,0,250,39,1,84,7,0,1
Graduation,Married,81320.0,61,1,2,0,508,67,0,928,17,0,2
Graduation,Divorced,54137.0,46,2,6,0,317,55,1,203,9,0,1
Graduation,Together,66825.0,73,1,2,0,350,58,0,858,15,0,2
Graduation,Together,57100.0,19,1,3,0,207,52,0,409,12,0,2
Graduation,Together,58917.0,10,5,5,0,462,56,3,282,11,0,1
Graduation,Single,85072.0,94,1,0,0,81,48,0,1423,17,0,2
Graduation,Single,86429.0,10,0,2,0,220,64,0,1449,18,1,2
Graduation,Widow,45684.0,37,1,7,0,209,54,1,28,3,0,1
Graduation,Together,47889.0,94,1,5,0,176,51,1,67,5,0,1
PhD,Married,45921.0,23,1,4,0,111,39,0,199,9,0,1
PhD,Single,78420.0,75,1,1,0,365,59,0,1453,21,0,2
Graduation,Together,75114.0,40,1,2,0,234,33,0,1253,18,0,2
PhD,Widow,52278.0,24,6,8,0,520,62,1,1198,25,0,2
Master,Married,35641.0,11,2,7,0,350,53,1,178,8,0,0
Graduation,Single,95529.0,29,1,3,0,573,31,0,1990,17,1,2
Graduation,Married,62820.0,51,1,1,0,414,71,0,976,13,0,2
Master,Together,73113.0,86,1,2,0,185,65,0,1001,14,0,0
2n Cycle,Single,42607.0,30,2,3,0,224,71,1,350,12,0,3
PhD,Single,74637.0,73,1,3,0,407,71,0,1650,24,1,2
PhD,Together,46015.0,25,1,7,0,77,70,2,46,4,2,1
Graduation,Single,72354.0,67,1,1,0,438,32,0,1228,18,0,2
Master,Single,39858.0,67,1,6,0,521,56,1,95,6,0,0
PhD,Married,34469.0,58,3,4,0,56,77,2,62,6,0,1
Graduation,Together,83033.0,82,1,5,0,42,39,1,1761,25,1,2
Master,Together,24401.0,98,3,8,0,667,46,0,467,13,0,0
Graduation,Married,77583.0,93,1,2,0,139,47,0,1149,18,1,2
2n Cycle,Single,74116.0,53,1,2,0,181,43,0,2052,18,1,2
PhD,Married,68397.0,6,1,3,0,224,49,1,1416,20,0,2
PhD,Together,79632.0,42,1,2,0,82,51,0,1113,19,0,2
Graduation,Single,46107.0,78,1,3,0,139,36,1,125,6,0,3
PhD,Single,64950.0,29,2,7,0,686,74,1,966,23,1,2
Basic,Married,25443.0,82,1,8,0,554,36,1,32,4,0,1
PhD,Together,32892.0,78,2,8,0,35,54,1,46,6,0,1
Graduation,Together,71796.0,54,1,4,0,248,54,0,960,16,0,2
PhD,Married,67536.0,45,3,8,0,403,55,1,1829,27,1,2
Graduation,Single,55239.0,59,3,5,0,350,54,1,779,23,0,3
PhD,Divorced,60554.0,8,2,6,0,324,50,1,811,21,0,2
2n Cycle,Single,64831.0,51,8,6,0,384,73,2,1120,14,0,3
PhD,Together,56067.0,51,2,5,0,344,63,1,725,18,0,2
Graduation,Divorced,82025.0,76,1,1,0,397,42,0,1187,11,1,2
Graduation,Together,94384.0,62,0,2,0,482,72,0,2302,18,3,2
Basic,Single,14906.0,86,3,7,0,554,39,0,66,6,0,3
PhD,Married,51563.0,60,1,8,0,636,38,0,1250,18,2,2
2n Cycle,Married,57937.0,56,3,3,0,133,43,1,683,17,0,1
Graduation,Divorced,68274.0,83,2,3,0,272,46,2,305,11,0,1
Graduation,Together,39771.0,92,1,4,0,205,48,1,50,5,0,1
2n Cycle,Divorced,67893.0,31,2,8,0,636,50,1,995,14,0,1
PhD,Together,27922.0,80,1,4,0,50,46,1,41,5,0,1
PhD,Together,52190.0,39,3,5,0,52,49,2,77,6,1,1
Master,Divorced,44051.0,20,4,6,0,516,52,2,171,8,0,0
PhD,Single,42767.0,53,1,8,0,414,54,2,131,6,0,3
Master,Together,46106.0,84,1,6,0,49,49,2,54,4,0,0
PhD,Married,16927.0,50,5,8,0,504,49,2,53,7,0,1
Graduation,Married,59754.0,96,3,5,0,575,60,1,475,13,0,1
Graduation,Single,53700.0,94,4,5,0,681,73,1,694,18,0,3
Graduation,Married,59041.0,25,2,5,0,53,52,2,96,6,0,1
PhD,Divorced,54237.0,48,4,6,0,428,68,1,361,12,0,1
Graduation,Divorced,70647.0,65,2,2,0,646,58,1,1079,24,0,2
PhD,Single,52597.0,69,3,5,0,53,63,1,578,17,0,3
Master,Together,41021.0,12,2,6,0,546,56,1,64,5,0,0
PhD,Married,40233.0,84,5,6,0,258,50,1,149,8,0,1
Graduation,Married,50183.0,47,7,5,0,4,45,2,231,10,0,1
Graduation,Together,54753.0,87,3,4,0,290,66,1,728,18,0,2
Graduation,Married,92955.0,35,1,2,0,314,52,0,1778,22,2,2
Graduation,Married,33471.0,47,3,7,0,625,52,1,93,7,0,1
PhD,Married,34596.0,48,1,8,0,442,51,1,23,3,0,1
Graduation,Together,44010.0,46,6,9,0,624,45,1,662,18,0,1
Graduation,Married,84219.0,27,1,1,0,147,37,0,1198,17,0,2
PhD,Together,40706.0,37,4,7,0,528,57,3,81,7,0,1
2n Cycle,Married,15716.0,8,3,8,1,594,37,1,92,7,0,1
2n Cycle,Divorced,59052.0,29,3,5,0,224,66,1,491,15,0,1
Master,Together,80573.0,85,1,2,0,623,54,0,1564,23,0,2
Graduation,Married,83715.0,2,1,0,0,146,63,0,926,23,0,2
Master,Together,82576.0,66,1,1,0,697,66,0,1910,18,1,2
Graduation,Married,35704.0,54,3,4,0,177,73,2,94,6,0,1
Graduation,Together,53103.0,70,5,7,0,290,71,1,1085,23,1,2
2n Cycle,Widow,46779.0,55,1,4,0,352,65,2,23,3,0,1
Graduation,Divorced,4861.0,20,0,14,0,7,60,0,6,0,0,1
Master,Divorced,33462.0,78,1,7,0,326,46,1,54,5,0,0
Graduation,Married,80763.0,17,1,3,0,318,75,0,1415,22,2,2
PhD,Married,65352.0,43,2,4,0,312,51,1,405,14,0,1
PhD,Married,82170.0,13,1,2,0,216,47,0,1908,18,0,2
Graduation,Married,75759.0,46,1,5,0,247,56,0,2486,25,3,2
2n Cycle,Single,79689.0,65,1,2,0,413,49,0,1315,26,0,2
PhD,Widow,35340.0,1,2,5,0,0,69,2,45,5,0,1
Graduation,Divorced,85683.0,6,1,1,0,100,71,0,1789,16,4,2
2n Cycle,Married,24884.0,32,1,7,0,577,53,1,19,3,0,1
Master,Together,42021.0,34,5,9,0,667,44,1,573,17,1,0
Graduation,Single,64449.0,70,4,4,0,131,36,1,805,20,0,3
Graduation,Divorced,64587.0,49,2,3,0,7,71,2,108,6,0,1
Graduation,Together,75437.0,25,1,6,0,232,47,0,1493,22,1,2
Graduation,Married,52845.0,7,3,6,0,320,52,1,936,22,1,2
Graduation,Divorced,46086.0,34,4,4,0,238,69,1,343,12,0,1
PhD,Widow,78028.0,38,1,7,0,657,69,1,528,19,2,2
PhD,Single,95169.0,1,1,1,0,263,38,0,1901,11,2,2
2n Cycle,Married,56337.0,25,5,8,0,459,44,2,724,17,2,1
Graduation,Together,22434.0,25,2,8,0,501,38,1,58,5,0,1
PhD,Married,36930.0,50,5,8,0,408,71,1,297,11,0,1
Graduation,Single,36130.0,46,6,4,0,512,71,1,488,15,1,3
Master,Married,65569.0,96,2,3,0,601,72,1,859,21,0,0
PhD,Single,36736.0,52,1,6,0,415,62,2,17,3,0,3
Graduation,Together,77568.0,30,1,5,0,673,46,1,2194,20,3,2
PhD,Together,49187.0,63,1,2,0,169,49,1,116,7,0,1
Graduation,Single,30168.0,51,7,9,0,479,47,1,279,11,0,3
Master,Together,34053.0,14,1,8,0,657,57,1,103,6,0,0
Master,Married,38196.0,20,3,5,0,72,54,2,44,6,0,0
Master,Married,59412.0,56,1,3,0,71,74,0,406,14,0,0
2n Cycle,Married,70924.0,41,1,3,0,83,60,0,1363,19,1,2
Graduation,Together,54165.0,72,1,2,0,397,56,0,236,10,0,1
Graduation,Married,32300.0,1,1,8,0,542,52,1,39,4,0,1
Graduation,Single,20180.0,27,1,7,0,494,49,0,137,7,0,3
Graduation,Married,34961.0,77,3,7,0,10,52,1,79,7,0,1
PhD,Together,28440.0,87,1,8,0,357,51,1,63,5,0,1
PhD,Together,64504.0,81,7,7,0,482,72,3,1314,18,0,1
Master,Together,33564.0,51,1,5,0,5,59,1,71,5,0,0
Graduation,Married,17345.0,79,2,8,0,603,47,1,58,5,0,1
PhD,Married,56320.0,11,3,4,0,447,58,1,702,18,0,2
Graduation,Single,28647.0,54,1,7,0,312,47,1,94,6,1,3
Basic,Single,15038.0,93,2,9,0,516,38,1,80,5,0,3
PhD,Divorced,32173.0,0,1,4,0,332,67,1,22,4,0,1
2n Cycle,Together,68316.0,54,5,6,0,602,61,1,1211,27,0,2
Graduation,Together,74538.0,21,1,3,0,365,54,0,1461,21,1,2
Graduation,Single,91700.0,58,1,3,0,528,54,0,1968,19,0,2
Graduation,Together,68695.0,3,1,2,0,4,56,0,1091,15,0,2
2n Cycle,Married,31056.0,99,1,8,0,523,48,1,55,4,0,1
Graduation,Single,28071.0,65,2,8,0,669,45,0,313,11,0,3
PhD,Together,37334.0,44,4,4,0,123,67,2,62,7,0,1
Master,Single,46423.0,6,3,7,0,284,53,2,92,6,0,0
PhD,Married,37126.0,9,1,6,0,91,54,1,72,5,1,1
Graduation,Married,47703.0,95,4,5,0,396,72,1,655,17,0,1
Graduation,Married,61180.0,70,2,3,0,67,66,1,704,16,1,2
Graduation,Married,38998.0,92,3,8,1,603,71,2,54,5,0,1
Graduation,Single,8028.0,62,15,19,0,649,34,0,178,1,0,3
Graduation,Together,76081.0,85,1,2,0,37,63,0,1033,13,1,2
Graduation,Together,34728.0,2,1,6,0,334,39,1,36,4,0,1
Master,Single,33168.0,0,3,7,0,624,60,1,122,7,0,0
Master,Married,33585.0,91,1,4,0,277,59,1,122,6,0,0
PhD,Married,77037.0,3,1,3,0,259,65,1,1123,26,0,2
Graduation,Together,35196.0,68,6,8,0,593,41,1,497,12,0,1
Graduation,Married,44529.0,98,6,5,0,359,59,1,691,19,1,1
PhD,Together,28764.0,16,1,8,0,24,59,2,12,3,1,1
PhD,Married,69098.0,82,1,5,0,498,76,0,2440,24,0,2
2n Cycle,Divorced,25959.0,1,2,6,0,500,55,2,56,5,0,1
Master,Married,27100.0,64,1,7,0,450,42,1,37,4,0,0
Graduation,Single,70596.0,68,1,2,0,632,40,0,968,20,0,2
Graduation,Married,42557.0,98,4,8,0,669,51,1,270,11,0,1
PhD,Married,53312.0,32,1,7,0,324,74,0,278,11,0,1
Graduation,Single,72228.0,87,1,3,0,579,73,0,1250,21,0,2
Graduation,Together,67605.0,84,1,1,0,455,38,0,938,16,0,2
Master,Married,62845.0,3,11,8,0,636,76,2,1178,17,1,0
Graduation,Together,65196.0,34,2,5,0,339,67,2,1155,24,1,2
PhD,Single,42000.0,23,2,5,0,535,38,0,653,18,0,3
PhD,Divorced,35860.0,37,2,5,0,41,52,2,49,4,1,1
PhD,Married,65526.0,22,1,2,0,79,61,1,506,16,0,2
Graduation,Married,16860.0,19,3,7,0,655,64,2,38,5,0,1
Graduation,Single,83528.0,7,1,1,0,59,33,0,1650,22,2,2
2n Cycle,Divorced,64176.0,52,8,6,0,695,60,1,1826,25,0,2
Graduation,Divorced,22304.0,91,1,8,0,694,69,0,18,3,0,1
Graduation,Married,67023.0,93,1,2,1,117,47,0,906,23,0,2
Graduation,Together,70713.0,23,6,3,0,573,59,1,1477,19,0,2
Graduation,Together,59925.0,83,3,6,0,576,70,1,766,20,0,2
Graduation,Married,39722.0,92,2,5,0,125,72,1,47,5,0,1
Graduation,Together,46610.0,4,1,6,0,346,67,0,467,13,0,1
Graduation,Together,88347.0,32,1,1,0,361,64,0,2116,20,1,2
PhD,Married,87171.0,27,1,2,0,424,44,0,1298,24,2,2
2n Cycle,Together,26907.0,10,2,7,0,313,49,2,22,4,0,1
Master,Single,50014.0,9,2,5,0,158,57,1,396,13,0,0
PhD,Married,41014.0,65,1,7,0,433,47,1,20,3,0,1
Graduation,Single,66294.0,68,1,2,0,104,60,0,967,12,0,2
Graduation,Married,36715.0,16,6,9,0,589,54,1,357,13,0,1
Graduation,Married,79456.0,12,1,3,0,676,69,0,1401,15,0,2
Graduation,Together,40479.0,95,1,4,0,316,43,1,15,3,0,1
Master,Single,75345.0,16,1,3,0,512,55,0,2087,19,1,2
Graduation,Married,54233.0,46,4,8,0,510,48,1,981,22,0,1
Graduation,Single,24163.0,3,2,4,0,260,55,2,17,4,0,3
PhD,Together,84460.0,80,0,5,0,541,67,0,523,22,4,2
Graduation,Together,43776.0,77,1,6,0,57,42,1,23,3,0,1
PhD,Single,71691.0,0,1,2,0,104,67,0,1192,16,0,2
PhD,Married,85844.0,62,1,2,0,31,52,0,1958,19,1,2
PhD,Single,39190.0,91,2,5,0,64,51,1,133,7,0,3
PhD,Married,57236.0,22,3,3,0,109,60,2,121,7,0,1
Graduation,Single,61825.0,56,1,4,0,326,46,1,424,14,0,3
Graduation,Divorced,79803.0,54,1,1,0,27,67,1,868,12,0,2
2n Cycle,Single,80910.0,71,1,1,0,606,39,0,756,14,0,2
Master,Together,27590.0,38,1,7,0,432,43,1,12,3,0,0
Graduation,Married,56775.0,62,2,5,0,543,46,1,937,23,0,2
Graduation,Divorced,83829.0,78,0,1,0,264,50,0,1862,17,3,2
2n Cycle,Married,54210.0,18,2,5,0,405,46,1,367,12,0,1
Graduation,Married,38508.0,95,6,8,0,331,39,1,443,14,0,1
Graduation,Together,53187.0,66,2,5,0,246,55,1,267,11,0,1
Graduation,Married,30023.0,28,1,8,0,97,53,1,61,5,0,1
PhD,Single,76045.0,78,1,2,0,226,65,0,1323,20,1,2
PhD,Married,50870.0,13,1,5,0,10,73,1,63,5,0,1
2n Cycle,Married,65463.0,17,2,5,0,150,51,1,562,17,1,2
Graduation,Married,66480.0,71,7,4,0,29,60,2,312,12,0,1
Graduation,Divorced,76773.0,79,1,1,0,489,71,0,1156,15,0,2
2n Cycle,Single,81698.0,1,1,5,0,485,42,0,1104,15,1,2
PhD,Single,54466.0,78,1,5,0,140,52,2,16,3,0,3
PhD,Single,16269.0,75,3,8,0,303,41,1,44,6,0,3
Graduation,Together,71819.0,70,3,6,0,305,54,1,1574,11,2,2
PhD,Married,33569.0,10,1,8,0,256,42,1,63,4,1,1
Master,Married,36262.0,24,1,6,0,282,42,0,426,11,1,0
Basic,Together,22634.0,47,1,8,0,529,59,0,96,5,0,1
2n Cycle,Married,47025.0,98,5,9,0,290,47,1,635,18,0,1
Graduation,Single,70566.0,4,2,3,0,266,57,1,757,20,0,3
PhD,Married,31605.0,15,2,7,0,584,46,1,125,7,0,1
Master,Divorced,52034.0,67,5,7,0,408,52,2,332,11,0,0
Graduation,Single,48526.0,32,1,3,0,187,46,1,135,7,0,3
Graduation,Married,46734.0,40,2,7,0,588,71,1,330,12,0,1
Graduation,Divorced,39552.0,54,7,8,0,558,63,2,384,13,0,1
Graduation,Single,86358.0,78,4,8,0,690,59,2,1722,14,0,3
Graduation,Together,46931.0,94,2,3,0,66,48,3,78,5,0,1
Basic,Single,16581.0,51,1,4,0,533,40,0,24,3,0,3
2n Cycle,Divorced,63998.0,42,1,4,0,191,73,0,1168,24,0,2
Master,Married,67381.0,67,4,7,0,530,74,1,957,13,1,0
Graduation,Single,25930.0,87,1,7,0,262,58,2,15,3,0,3
Graduation,Married,42693.0,29,1,5,0,22,47,1,57,4,0,1
Graduation,Together,85606.0,89,2,3,0,594,49,1,1956,22,1,2
Graduation,Single,72903.0,74,1,4,0,243,40,0,2013,20,3,2
2n Cycle,Together,49669.0,97,2,6,0,36,51,1,326,12,0,1
PhD,Married,36778.0,63,3,9,0,693,57,2,77,6,0,1
PhD,Divorced,85696.0,88,1,1,0,422,63,0,1313,19,0,2
Graduation,Married,49678.0,81,2,7,0,512,64,1,315,12,0,1
Graduation,Married,37155.0,51,1,5,0,514,36,1,74,6,0,1
2n Cycle,Divorced,21282.0,76,2,6,0,49,47,1,46,5,0,1
PhD,Single,33419.0,76,2,7,0,316,63,1,86,6,0,3
Graduation,Widow,63285.0,84,1,3,0,236,80,0,1103,24,0,2
Master,Together,21255.0,56,4,4,0,159,51,1,61,7,0,0
Graduation,Together,42162.0,31,2,6,0,222,44,1,145,7,1,1
Graduation,Together,54450.0,0,12,8,0,653,69,2,684,19,0,1
PhD,Married,57744.0,91,2,8,0,229,71,1,411,14,0,1
Graduation,Single,26576.0,40,1,9,0,624,39,1,27,3,1,3
PhD,Widow,57513.0,59,2,6,0,358,82,0,1060,25,0,2
Graduation,Together,68142.0,96,3,6,0,669,61,1,1459,21,0,2
Graduation,Married,7500.0,61,1,8,0,669,46,1,18,3,0,1
Graduation,Together,83145.0,14,1,2,0,645,51,0,1833,25,1,2
Master,Married,54197.0,16,2,1,0,87,65,1,237,10,0,0
PhD,Single,23091.0,98,4,7,0,32,62,2,48,6,0,3
Graduation,Married,46049.0,11,10,7,0,343,49,2,515,16,0,1
Graduation,Together,56715.0,52,1,4,0,571,51,0,1020,14,0,2
Graduation,Married,79410.0,19,1,1,0,31,64,0,1370,10,0,2
Graduation,Married,57304.0,61,2,5,0,475,74,1,1026,23,0,2
Graduation,Married,44375.0,73,1,5,0,98,60,1,301,11,0,1
Graduation,Married,59594.0,74,1,7,0,617,60,1,499,16,1,1
Graduation,Together,80685.0,55,1,2,0,676,31,0,1004,20,0,2
PhD,Married,40344.0,48,2,7,0,259,51,1,218,10,0,1
Graduation,Married,62710.0,53,4,4,0,402,53,1,606,18,0,1
2n Cycle,Married,48985.0,13,1,3,0,359,57,1,75,5,0,1
Graduation,Together,35322.0,34,3,8,0,676,57,3,106,6,0,1
Graduation,Married,77142.0,54,1,2,0,396,77,0,990,16,0,2
Graduation,Single,81657.0,69,1,1,0,158,56,0,1097,15,0,2
Basic,Married,14421.0,81,1,5,0,132,29,0,16,3,1,1
PhD,Married,74214.0,3,1,5,0,672,35,0,1711,15,0,2
Master,Married,66726.0,61,3,7,0,168,68,2,438,14,1,0
Basic,Together,23724.0,65,2,8,0,537,46,1,75,5,0,1
Master,Married,47353.0,93,3,5,0,228,65,1,225,10,0,0
Master,Married,33444.0,24,1,8,0,603,73,2,18,3,0,0
Graduation,Married,54386.0,8,2,3,0,408,44,1,470,15,0,1
Graduation,Divorced,28510.0,72,3,5,0,442,44,2,91,6,0,1
Master,Single,90638.0,29,1,1,0,136,34,0,2525,17,1,2
Graduation,Together,48070.0,33,3,7,1,532,75,1,504,16,0,1
Graduation,Married,43140.0,68,1,6,0,540,68,1,235,10,0,1
PhD,Divorced,54959.0,55,3,7,0,526,64,1,1232,18,1,2
Basic,Single,15056.0,76,5,5,0,422,67,2,88,7,0,3
Graduation,Single,26954.0,17,1,7,0,52,54,1,17,3,0,3
Graduation,Single,22327.0,94,1,5,0,331,40,1,24,4,0,3
Graduation,Married,44393.0,86,2,4,0,311,60,2,60,5,0,1
PhD,Single,62000.0,25,1,4,0,308,73,1,1020,25,1,2
PhD,Together,31497.0,22,2,8,0,570,63,1,155,8,0,1
2n Cycle,Married,45894.0,15,1,5,0,122,51,2,51,4,0,1
Master,Divorced,78579.0,35,1,3,0,554,55,0,1812,15,0,2
Master,Widow,67369.0,81,4,4,0,589,56,1,1461,21,2,2
Graduation,Divorced,58401.0,55,1,4,0,70,65,1,96,5,0,1
Graduation,Single,62307.0,94,1,5,0,132,73,1,160,8,0,3
Master,Married,43641.0,50,3,6,0,433,56,2,139,7,0,0
Master,Married,70091.0,11,2,8,0,455,56,1,1161,17,1,0
PhD,Married,78075.0,72,1,1,0,85,53,0,988,13,0,2
2n Cycle,Widow,59184.0,6,3,5,0,658,64,1,1072,24,0,2
Graduation,Married,54809.0,0,4,4,0,291,48,2,174,8,0,1
Graduation,Married,58113.0,66,3,7,1,520,66,1,758,19,0,1
Master,Married,51412.0,42,2,4,0,180,67,1,195,9,0,0
Master,Together,66636.0,64,1,1,0,316,68,0,1084,16,0,0
Master,Married,50965.0,87,3,8,0,494,69,1,685,19,1,0
Graduation,Married,18351.0,1,1,7,0,243,35,0,43,5,0,1
PhD,Together,40451.0,54,1,5,0,133,68,2,49,4,1,1
Graduation,Together,36317.0,53,2,7,0,403,60,1,133,7,0,1
Graduation,Together,42213.0,96,2,7,0,260,68,1,363,13,1,1
Graduation,Together,65748.0,58,2,1,1,440,70,1,545,16,0,2
Graduation,Together,77044.0,12,2,4,0,245,53,1,1065,29,1,2
Graduation,Together,74918.0,78,1,3,0,474,56,0,2047,20,1,2
Graduation,Married,56721.0,64,5,6,0,606,53,2,296,10,0,1
Graduation,Single,42160.0,26,4,6,0,366,50,2,140,7,0,3
Graduation,Single,61559.0,8,1,3,0,347,60,1,530,16,0,3
PhD,Together,33629.0,49,5,9,0,690,62,2,152,8,0,1
Graduation,Single,34377.0,55,2,7,0,526,62,1,114,6,0,3
Basic,Single,8940.0,25,3,8,0,676,39,1,101,7,0,3
Graduation,Married,26228.0,50,1,8,0,280,52,1,25,3,0,1
2n Cycle,Divorced,77297.0,84,1,4,0,519,68,0,789,21,1,2
Graduation,Married,40211.0,30,2,8,0,334,44,2,87,5,1,1
PhD,Widow,33438.0,81,4,5,0,280,67,2,90,7,0,1
PhD,Married,75032.0,74,2,3,0,427,66,1,1215,18,0,2
PhD,Single,61284.0,76,1,6,0,260,70,0,811,21,1,2
Graduation,Married,22518.0,36,2,5,0,615,39,1,61,5,1,1
Master,Married,54730.0,64,5,4,0,318,50,1,405,13,0,0
Master,Married,38452.0,62,3,7,0,91,70,2,72,6,0,0
Graduation,Divorced,44421.0,53,5,8,0,499,54,2,189,9,0,1
PhD,Together,38197.0,86,1,5,0,365,39,1,40,4,0,1
Graduation,Divorced,41986.0,15,3,4,0,140,47,1,63,7,0,1
Graduation,Together,28427.0,67,2,8,0,465,42,1,52,5,0,1
PhD,Together,37395.0,47,1,6,0,58,49,1,39,4,0,1
Graduation,Married,64722.0,47,4,6,0,34,54,1,805,21,0,1
Master,Together,55249.0,81,1,3,0,73,69,1,130,7,0,0
Graduation,Together,84906.0,98,1,2,0,268,53,0,1631,23,3,2
Graduation,Single,44213.0,48,4,6,0,212,73,2,152,8,0,3
